wav/panlingua_mr-hi_20221394927_1.wav	0	2.55
wav/panlingua_mr-hi_20221394927_2.wav	0	7.37
wav/panlingua_mr-hi_20221394927_3.wav	0	4.34
wav/panlingua_mr-hi_20221394927_4.wav	0	7.31
wav/panlingua_mr-hi_20221394927_5.wav	0	10.08
wav/panlingua_mr-hi_20221394927_6.wav	0	7.55
wav/panlingua_mr-hi_20221394927_7.wav	0	13.34
wav/panlingua_mr-hi_20221394927_8.wav	0	1.46
wav/panlingua_mr-hi_20221394927_9.wav	0	7.67
wav/panlingua_mr-hi_20221394927_10.wav	0	3.16
wav/panlingua_mr-hi_20221394927_11.wav	0	7.06
wav/panlingua_mr-hi_20221394927_12.wav	0	3.32
wav/panlingua_mr-hi_20221394927_13.wav	0	5.49
wav/panlingua_mr-hi_20221394927_14.wav	0	3.15
wav/panlingua_mr-hi_20221394927_15.wav	0	1.12
wav/panlingua_mr-hi_20221394927_16.wav	0	9.06
wav/panlingua_mr-hi_20221394927_17.wav	0	8.92
wav/panlingua_mr-hi_20221394927_18.wav	0	13.09
wav/panlingua_mr-hi_20221394927_19.wav	0	11.41
wav/panlingua_mr-hi_20221394927_20.wav	0	10.52
wav/panlingua_mr-hi_20221394927_21.wav	0	10.03
wav/panlingua_mr-hi_20221394927_22.wav	0	6.88
wav/panlingua_mr-hi_20221394927_23.wav	0	7.65
wav/panlingua_mr-hi_20221394927_24.wav	0	4.99
wav/panlingua_mr-hi_20221394927_25.wav	0	6.29
wav/panlingua_mr-hi_20221394927_26.wav	0	4.57
wav/panlingua_mr-hi_20221394927_27.wav	0	11.75
wav/panlingua_mr-hi_20221394927_28.wav	0	8.9
wav/panlingua_mr-hi_20221394927_29.wav	0	5.95
wav/panlingua_mr-hi_20221394927_30.wav	0	7.46
wav/panlingua_mr-hi_20221394927_31.wav	0	8.67
wav/panlingua_mr-hi_20221394927_32.wav	0	8.24
wav/panlingua_mr-hi_20221394927_33.wav	0	7.55
wav/panlingua_mr-hi_20221394927_34.wav	0	4.98
wav/panlingua_mr-hi_20221394927_35.wav	0	10.98
wav/panlingua_mr-hi_20221394927_36.wav	0	11.57
wav/panlingua_mr-hi_20221394927_37.wav	0	8.18
wav/panlingua_mr-hi_20221394927_38.wav	0	5.03
wav/panlingua_mr-hi_20221394927_39.wav	0	4.19
wav/panlingua_mr-hi_20221394927_40.wav	0	6.2
wav/panlingua_mr-hi_20221394927_41.wav	0	6.78
wav/panlingua_mr-hi_20221394927_42.wav	0	10.13
wav/panlingua_mr-hi_20221394927_43.wav	0	5.56
wav/panlingua_mr-hi_20221394927_44.wav	0	9.84
wav/panlingua_mr-hi_20221394927_45.wav	0	6.08
wav/panlingua_mr-hi_20221394927_46.wav	0	7.99
wav/panlingua_mr-hi_20221394927_47.wav	0	14.39
wav/panlingua_mr-hi_20221394927_48.wav	0	9.45
wav/panlingua_mr-hi_20221394927_49.wav	0	7.17
wav/panlingua_mr-hi_20221394927_50.wav	0	8.34
wav/panlingua_mr-hi_20221394927_51.wav	0	8.26
wav/panlingua_mr-hi_20221394927_52.wav	0	9.14
wav/panlingua_mr-hi_20221394927_53.wav	0	6.75
wav/panlingua_mr-hi_20221394927_54.wav	0	10.68
wav/panlingua_mr-hi_20221394927_55.wav	0	5.89
wav/panlingua_mr-hi_20221394927_56.wav	0	5.46
wav/panlingua_mr-hi_20221394927_57.wav	0	5.69
wav/panlingua_mr-hi_20221394927_58.wav	0	10.18
wav/panlingua_mr-hi_20221394927_59.wav	0	10.29
wav/panlingua_mr-hi_20221394927_60.wav	0	11.27
wav/panlingua_mr-hi_20221394927_61.wav	0	4.64
wav/panlingua_mr-hi_20221394927_62.wav	0	6.19
wav/panlingua_mr-hi_20221394927_63.wav	0	13.53
wav/panlingua_mr-hi_20221394927_64.wav	0	4.67
wav/panlingua_mr-hi_20221394927_65.wav	0	6.68
wav/panlingua_mr-hi_20221394927_66.wav	0	5.33
wav/panlingua_mr-hi_20221394927_67.wav	0	7.12
wav/panlingua_mr-hi_20221394927_68.wav	0	0.91
wav/panlingua_mr-hi_20221394927_69.wav	0	7.23
wav/panlingua_mr-hi_20221394927_70.wav	0	6.44
wav/panlingua_mr-hi_20221394927_71.wav	0	7.62
wav/panlingua_mr-hi_20221394927_72.wav	0	7.5
wav/panlingua_mr-hi_20221394927_73.wav	0	9.45
wav/panlingua_mr-hi_20221394927_74.wav	0	1.87
wav/panlingua_mr-hi_20221394927_75.wav	0	7.56
wav/panlingua_mr-hi_20221394927_76.wav	0	3.28
wav/panlingua_mr-hi_20221394927_77.wav	0	6.97
wav/panlingua_mr-hi_20221394927_78.wav	0	3.52
wav/panlingua_mr-hi_20221394927_79.wav	0	4.98
wav/panlingua_mr-hi_20221394927_80.wav	0	3.18
wav/panlingua_mr-hi_20221394927_81.wav	0	2.64
wav/panlingua_mr-hi_20221610113_82.wav	0	2.45
wav/panlingua_mr-hi_20221610113_83.wav	0	6.99
wav/panlingua_mr-hi_20221610113_84.wav	0	4.64
wav/panlingua_mr-hi_20221610113_85.wav	0	6.82
wav/panlingua_mr-hi_20221610113_86.wav	0	10.03
wav/panlingua_mr-hi_20221610113_87.wav	0	7.89
wav/panlingua_mr-hi_20221610113_88.wav	0	12.27
wav/panlingua_mr-hi_20221610113_89.wav	0	1.14
wav/panlingua_mr-hi_20221610113_90.wav	0	4.59
wav/panlingua_mr-hi_20221610113_91.wav	0	6.76
wav/panlingua_mr-hi_20221610113_92.wav	0	3.4
wav/panlingua_mr-hi_20221610113_93.wav	0	4.08
wav/panlingua_mr-hi_20221610113_94.wav	0	4
wav/panlingua_mr-hi_20221610113_95.wav	0	1.33
wav/panlingua_mr-hi_20221610113_96.wav	0	5.38
wav/panlingua_mr-hi_20221610113_97.wav	0	7.12
wav/panlingua_mr-hi_20221610113_98.wav	0	10.26
wav/panlingua_mr-hi_20221610113_99.wav	0	8.67
wav/panlingua_mr-hi_20221610113_100.wav	0	9.38
wav/panlingua_mr-hi_20221610113_101.wav	0	5.66
wav/panlingua_mr-hi_20221610113_102.wav	0	11.1
wav/panlingua_mr-hi_20221610113_103.wav	0	5.19
wav/panlingua_mr-hi_20221610113_104.wav	0	8.11
wav/panlingua_mr-hi_20221610113_105.wav	0	7.29
wav/panlingua_mr-hi_20221610113_106.wav	0	8.43
wav/panlingua_mr-hi_20221610113_107.wav	0	11.64
wav/panlingua_mr-hi_20221610113_108.wav	0	10.07
wav/panlingua_mr-hi_20221610113_109.wav	0	9.45
wav/panlingua_mr-hi_20221610113_110.wav	0	12.77
wav/panlingua_mr-hi_20221610113_111.wav	0	12.02
wav/panlingua_mr-hi_20221610113_112.wav	0	11.93
wav/panlingua_mr-hi_20221610113_113.wav	0	9.34
wav/panlingua_mr-hi_20221610113_114.wav	0	6.26
wav/panlingua_mr-hi_20221610113_115.wav	0	7.67
wav/panlingua_mr-hi_20221610113_116.wav	0	4.07
wav/panlingua_mr-hi_20221610113_117.wav	0	4.59
wav/panlingua_mr-hi_20221610113_118.wav	0	2.89
wav/panlingua_mr-hi_20221610113_119.wav	0	9.93
wav/panlingua_mr-hi_20221610113_120.wav	0	7.07
wav/panlingua_mr-hi_20221610113_121.wav	0	10.47
wav/panlingua_mr-hi_20221610113_122.wav	0	9.19
wav/panlingua_mr-hi_20221610113_123.wav	0	5.78
wav/panlingua_mr-hi_20221610113_124.wav	0	13.82
wav/panlingua_mr-hi_20221610113_125.wav	0	8.94
wav/panlingua_mr-hi_20221610113_126.wav	0	14.16
wav/panlingua_mr-hi_20221610113_127.wav	0	1.72
wav/panlingua_mr-hi_20221610113_128.wav	0	7.38
wav/panlingua_mr-hi_20221610113_129.wav	0	6.21
wav/panlingua_mr-hi_20221610113_130.wav	0	6.61
wav/panlingua_mr-hi_20221610113_131.wav	0	6.54
wav/panlingua_mr-hi_20221610113_132.wav	0	14.4
wav/panlingua_mr-hi_20221610113_133.wav	0	6.8
wav/panlingua_mr-hi_20221610113_134.wav	0	14.5
wav/panlingua_mr-hi_20221610113_135.wav	0	13.92
wav/panlingua_mr-hi_20221610113_136.wav	0	11.61
wav/panlingua_mr-hi_20221610113_137.wav	0	10.23
wav/panlingua_mr-hi_20221610113_138.wav	0	1.84
wav/panlingua_mr-hi_20221610113_139.wav	0	12.12
wav/panlingua_mr-hi_20221610113_140.wav	0	5.79
wav/panlingua_mr-hi_20221610113_141.wav	0	10.13
wav/panlingua_mr-hi_20221610113_142.wav	0	9.06
wav/panlingua_mr-hi_20221610113_143.wav	0	12.21
wav/panlingua_mr-hi_20221610113_144.wav	0	6.14
wav/panlingua_mr-hi_20221610113_145.wav	0	1.62
wav/panlingua_mr-hi_20221610113_146.wav	0	4.69
wav/panlingua_mr-hi_20221610113_147.wav	0	6.17
wav/panlingua_mr-hi_20221610113_148.wav	0	3.43
wav/panlingua_mr-hi_20221610113_149.wav	0	4.54
wav/panlingua_mr-hi_20221610113_150.wav	0	4.3
wav/panlingua_mr-hi_20221610113_151.wav	0	2.6
wav/panlingua_mr-hi_202211095048_152.wav	0	2.84
wav/panlingua_mr-hi_202211095048_153.wav	0	9.91
wav/panlingua_mr-hi_202211095048_154.wav	0	5.12
wav/panlingua_mr-hi_202211095048_155.wav	0	11.97
wav/panlingua_mr-hi_202211095048_156.wav	0	14.99
wav/panlingua_mr-hi_202211095048_157.wav	0	6.95
wav/panlingua_mr-hi_202211095048_158.wav	0	8.62
wav/panlingua_mr-hi_202211095048_159.wav	0	4.39
wav/panlingua_mr-hi_202211095048_160.wav	0	6.46
wav/panlingua_mr-hi_202211095048_161.wav	0	6.39
wav/panlingua_mr-hi_202211095048_162.wav	0	12.33
wav/panlingua_mr-hi_202211095048_163.wav	0	6.11
wav/panlingua_mr-hi_202211095048_164.wav	0	10.57
wav/panlingua_mr-hi_202211095048_165.wav	0	12.03
wav/panlingua_mr-hi_202211095048_166.wav	0	10.94
wav/panlingua_mr-hi_202211095048_167.wav	0	8.14
wav/panlingua_mr-hi_202211095048_168.wav	0	5.39
wav/panlingua_mr-hi_202211095048_169.wav	0	4.9
wav/panlingua_mr-hi_202211095048_170.wav	0	11.96
wav/panlingua_mr-hi_202211095048_171.wav	0	5.85
wav/panlingua_mr-hi_202211095048_172.wav	0	4.55
wav/panlingua_mr-hi_202211095048_173.wav	0	7.8
